estado,acceso_salud,sexo,anio,trimestre,trimestre_texto,periodo,fecha_fin_trimestre,valor
Baja California,Sin acceso a instituciones de salud,Hombre,2008,3,Tercer trimestre del 2008,2008Q3,2008-09-30 23:59:59.999999999,80078
Baja California,Sin acceso a instituciones de salud,Mujer,2008,3,Tercer trimestre del 2008,2008Q3,2008-09-30 23:59:59.999999999,78233
Baja California,Sin acceso a instituciones de salud,Hombre,2008,4,Cuarto trimestre del 2008,2008Q4,2008-12-31 23:59:59.999999999,67982
Baja California,Sin acceso a instituciones de salud,Mujer,2008,4,Cuarto trimestre del 2008,2008Q4,2008-12-31 23:59:59.999999999,70029
Baja California,Sin acceso a instituciones de salud,Hombre,2009,1,Primer trimestre del 2009,2009Q1,2009-03-31 23:59:59.999999999,76754
Baja California,Sin acceso a instituciones de salud,Mujer,2009,1,Primer trimestre del 2009,2009Q1,2009-03-31 23:59:59.999999999,77476
Baja California,Sin acceso a instituciones de salud,Hombre,2009,2,Segundo trimestre del 2009,2009Q2,2009-06-30 23:59:59.999999999,81598
Baja California,Sin acceso a instituciones de salud,Mujer,2009,2,Segundo trimestre del 2009,2009Q2,2009-06-30 23:59:59.999999999,90158
Baja California,Sin acceso a instituciones de salud,Hombre,2009,3,Tercer trimestre del 2009,2009Q3,2009-09-30 23:59:59.999999999,75753
Baja California,Sin acceso a instituciones de salud,Mujer,2009,3,Tercer trimestre del 2009,2009Q3,2009-09-30 23:59:59.999999999,83355
Baja California,Sin acceso a instituciones de salud,Hombre,2009,4,Cuarto trimestre del 2009,2009Q4,2009-12-31 23:59:59.999999999,77394
Baja California,Sin acceso a instituciones de salud,Mujer,2009,4,Cuarto trimestre del 2009,2009Q4,2009-12-31 23:59:59.999999999,83921
Baja California,Sin acceso a instituciones de salud,Hombre,2010,1,Primer trimestre del 2010,2010Q1,2010-03-31 23:59:59.999999999,76856
Baja California,Sin acceso a instituciones de salud,Mujer,2010,1,Primer trimestre del 2010,2010Q1,2010-03-31 23:59:59.999999999,81141
Baja California,Sin acceso a instituciones de salud,Hombre,2010,2,Segundo trimestre del 2010,2010Q2,2010-06-30 23:59:59.999999999,80999
Baja California,Sin acceso a instituciones de salud,Mujer,2010,2,Segundo trimestre del 2010,2010Q2,2010-06-30 23:59:59.999999999,96528
Baja California,Sin acceso a instituciones de salud,Hombre,2010,3,Tercer trimestre del 2010,2010Q3,2010-09-30 23:59:59.999999999,78204
Baja California,Sin acceso a instituciones de salud,Mujer,2010,3,Tercer trimestre del 2010,2010Q3,2010-09-30 23:59:59.999999999,82849
Baja California,Sin acceso a instituciones de salud,Hombre,2010,4,Cuarto trimestre del 2010,2010Q4,2010-12-31 23:59:59.999999999,78108
Baja California,Sin acceso a instituciones de salud,Mujer,2010,4,Cuarto trimestre del 2010,2010Q4,2010-12-31 23:59:59.999999999,84828
Baja California,Sin acceso a instituciones de salud,Hombre,2011,1,Primer trimestre del 2011,2011Q1,2011-03-31 23:59:59.999999999,83037
Baja California,Sin acceso a instituciones de salud,Mujer,2011,1,Primer trimestre del 2011,2011Q1,2011-03-31 23:59:59.999999999,76785
Baja California,Sin acceso a instituciones de salud,Hombre,2011,2,Segundo trimestre del 2011,2011Q2,2011-06-30 23:59:59.999999999,82200
Baja California,Sin acceso a instituciones de salud,Mujer,2011,2,Segundo trimestre del 2011,2011Q2,2011-06-30 23:59:59.999999999,77483
Baja California,Sin acceso a instituciones de salud,Hombre,2011,3,Tercer trimestre del 2011,2011Q3,2011-09-30 23:59:59.999999999,81461
Baja California,Sin acceso a instituciones de salud,Mujer,2011,3,Tercer trimestre del 2011,2011Q3,2011-09-30 23:59:59.999999999,83883
Baja California,Sin acceso a instituciones de salud,Hombre,2011,4,Cuarto trimestre del 2011,2011Q4,2011-12-31 23:59:59.999999999,89127
Baja California,Sin acceso a instituciones de salud,Mujer,2011,4,Cuarto trimestre del 2011,2011Q4,2011-12-31 23:59:59.999999999,89748
Baja California,Sin acceso a instituciones de salud,Hombre,2012,1,Primer trimestre del 2012,2012Q1,2012-03-31 23:59:59.999999999,85089
Baja California,Sin acceso a instituciones de salud,Mujer,2012,1,Primer trimestre del 2012,2012Q1,2012-03-31 23:59:59.999999999,79106
Baja California,Sin acceso a instituciones de salud,Hombre,2012,2,Segundo trimestre del 2012,2012Q2,2012-06-30 23:59:59.999999999,91749
Baja California,Sin acceso a instituciones de salud,Mujer,2012,2,Segundo trimestre del 2012,2012Q2,2012-06-30 23:59:59.999999999,93663
Baja California,Sin acceso a instituciones de salud,Hombre,2012,3,Tercer trimestre del 2012,2012Q3,2012-09-30 23:59:59.999999999,86994
Baja California,Sin acceso a instituciones de salud,Mujer,2012,3,Tercer trimestre del 2012,2012Q3,2012-09-30 23:59:59.999999999,85938
Baja California,Sin acceso a instituciones de salud,Hombre,2012,4,Cuarto trimestre del 2012,2012Q4,2012-12-31 23:59:59.999999999,85662
Baja California,Sin acceso a instituciones de salud,Mujer,2012,4,Cuarto trimestre del 2012,2012Q4,2012-12-31 23:59:59.999999999,87055
Baja California,Sin acceso a instituciones de salud,Hombre,2013,1,Primer trimestre del 2013,2013Q1,2013-03-31 23:59:59.999999999,92367
Baja California,Sin acceso a instituciones de salud,Mujer,2013,1,Primer trimestre del 2013,2013Q1,2013-03-31 23:59:59.999999999,80708
Baja California,Sin acceso a instituciones de salud,Hombre,2013,2,Segundo trimestre del 2013,2013Q2,2013-06-30 23:59:59.999999999,93967
Baja California,Sin acceso a instituciones de salud,Mujer,2013,2,Segundo trimestre del 2013,2013Q2,2013-06-30 23:59:59.999999999,94043
Baja California,Sin acceso a instituciones de salud,Hombre,2013,3,Tercer trimestre del 2013,2013Q3,2013-09-30 23:59:59.999999999,79375
Baja California,Sin acceso a instituciones de salud,Mujer,2013,3,Tercer trimestre del 2013,2013Q3,2013-09-30 23:59:59.999999999,86583
Baja California,Sin acceso a instituciones de salud,Hombre,2013,4,Cuarto trimestre del 2013,2013Q4,2013-12-31 23:59:59.999999999,85594
Baja California,Sin acceso a instituciones de salud,Mujer,2013,4,Cuarto trimestre del 2013,2013Q4,2013-12-31 23:59:59.999999999,89244
Baja California,Sin acceso a instituciones de salud,Hombre,2014,1,Primer trimestre del 2014,2014Q1,2014-03-31 23:59:59.999999999,77587
Baja California,Sin acceso a instituciones de salud,Mujer,2014,1,Primer trimestre del 2014,2014Q1,2014-03-31 23:59:59.999999999,82692
Baja California,Sin acceso a instituciones de salud,Hombre,2014,2,Segundo trimestre del 2014,2014Q2,2014-06-30 23:59:59.999999999,81158
Baja California,Sin acceso a instituciones de salud,Mujer,2014,2,Segundo trimestre del 2014,2014Q2,2014-06-30 23:59:59.999999999,90587
Baja California,Sin acceso a instituciones de salud,Hombre,2014,3,Tercer trimestre del 2014,2014Q3,2014-09-30 23:59:59.999999999,77712
Baja California,Sin acceso a instituciones de salud,Mujer,2014,3,Tercer trimestre del 2014,2014Q3,2014-09-30 23:59:59.999999999,87466
Baja California,Sin acceso a instituciones de salud,Hombre,2014,4,Cuarto trimestre del 2014,2014Q4,2014-12-31 23:59:59.999999999,74766
Baja California,Sin acceso a instituciones de salud,Mujer,2014,4,Cuarto trimestre del 2014,2014Q4,2014-12-31 23:59:59.999999999,86076
Baja California,Sin acceso a instituciones de salud,Hombre,2015,1,Primer trimestre del 2015,2015Q1,2015-03-31 23:59:59.999999999,75654
Baja California,Sin acceso a instituciones de salud,Mujer,2015,1,Primer trimestre del 2015,2015Q1,2015-03-31 23:59:59.999999999,84368
Baja California,Sin acceso a instituciones de salud,Hombre,2015,2,Segundo trimestre del 2015,2015Q2,2015-06-30 23:59:59.999999999,76617
Baja California,Sin acceso a instituciones de salud,Mujer,2015,2,Segundo trimestre del 2015,2015Q2,2015-06-30 23:59:59.999999999,90171
Baja California,Sin acceso a instituciones de salud,Hombre,2015,3,Tercer trimestre del 2015,2015Q3,2015-09-30 23:59:59.999999999,86673
Baja California,Sin acceso a instituciones de salud,Mujer,2015,3,Tercer trimestre del 2015,2015Q3,2015-09-30 23:59:59.999999999,89484
Baja California,Sin acceso a instituciones de salud,Hombre,2015,4,Cuarto trimestre del 2015,2015Q4,2015-12-31 23:59:59.999999999,82826
Baja California,Sin acceso a instituciones de salud,Mujer,2015,4,Cuarto trimestre del 2015,2015Q4,2015-12-31 23:59:59.999999999,88357
Baja California,Sin acceso a instituciones de salud,Hombre,2016,1,Primer trimestre del 2016,2016Q1,2016-03-31 23:59:59.999999999,84477
Baja California,Sin acceso a instituciones de salud,Mujer,2016,1,Primer trimestre del 2016,2016Q1,2016-03-31 23:59:59.999999999,80605
Baja California,Sin acceso a instituciones de salud,Hombre,2016,2,Segundo trimestre del 2016,2016Q2,2016-06-30 23:59:59.999999999,82487
Baja California,Sin acceso a instituciones de salud,Mujer,2016,2,Segundo trimestre del 2016,2016Q2,2016-06-30 23:59:59.999999999,86643
Baja California,Sin acceso a instituciones de salud,Hombre,2016,3,Tercer trimestre del 2016,2016Q3,2016-09-30 23:59:59.999999999,78356
Baja California,Sin acceso a instituciones de salud,Mujer,2016,3,Tercer trimestre del 2016,2016Q3,2016-09-30 23:59:59.999999999,86574
Baja California,Sin acceso a instituciones de salud,Hombre,2016,4,Cuarto trimestre del 2016,2016Q4,2016-12-31 23:59:59.999999999,74168
Baja California,Sin acceso a instituciones de salud,Mujer,2016,4,Cuarto trimestre del 2016,2016Q4,2016-12-31 23:59:59.999999999,91488
Baja California,Sin acceso a instituciones de salud,Hombre,2017,1,Primer trimestre del 2017,2017Q1,2017-03-31 23:59:59.999999999,74999
Baja California,Sin acceso a instituciones de salud,Mujer,2017,1,Primer trimestre del 2017,2017Q1,2017-03-31 23:59:59.999999999,91415
Baja California,Sin acceso a instituciones de salud,Hombre,2017,2,Segundo trimestre del 2017,2017Q2,2017-06-30 23:59:59.999999999,83105
Baja California,Sin acceso a instituciones de salud,Mujer,2017,2,Segundo trimestre del 2017,2017Q2,2017-06-30 23:59:59.999999999,102446
Baja California,Sin acceso a instituciones de salud,Hombre,2017,3,Tercer trimestre del 2017,2017Q3,2017-09-30 23:59:59.999999999,79484
Baja California,Sin acceso a instituciones de salud,Mujer,2017,3,Tercer trimestre del 2017,2017Q3,2017-09-30 23:59:59.999999999,91548
Baja California,Sin acceso a instituciones de salud,Hombre,2017,4,Cuarto trimestre del 2017,2017Q4,2017-12-31 23:59:59.999999999,85990
Baja California,Sin acceso a instituciones de salud,Mujer,2017,4,Cuarto trimestre del 2017,2017Q4,2017-12-31 23:59:59.999999999,97132
Baja California,Sin acceso a instituciones de salud,Hombre,2018,1,Primer trimestre del 2018,2018Q1,2018-03-31 23:59:59.999999999,81563
Baja California,Sin acceso a instituciones de salud,Mujer,2018,1,Primer trimestre del 2018,2018Q1,2018-03-31 23:59:59.999999999,91965
Baja California,Sin acceso a instituciones de salud,Hombre,2018,2,Segundo trimestre del 2018,2018Q2,2018-06-30 23:59:59.999999999,79118
Baja California,Sin acceso a instituciones de salud,Mujer,2018,2,Segundo trimestre del 2018,2018Q2,2018-06-30 23:59:59.999999999,117922
Baja California,Sin acceso a instituciones de salud,Hombre,2018,3,Tercer trimestre del 2018,2018Q3,2018-09-30 23:59:59.999999999,83940
Baja California,Sin acceso a instituciones de salud,Mujer,2018,3,Tercer trimestre del 2018,2018Q3,2018-09-30 23:59:59.999999999,99163
Baja California,Sin acceso a instituciones de salud,Hombre,2018,4,Cuarto trimestre del 2018,2018Q4,2018-12-31 23:59:59.999999999,80390
Baja California,Sin acceso a instituciones de salud,Mujer,2018,4,Cuarto trimestre del 2018,2018Q4,2018-12-31 23:59:59.999999999,96289
Baja California,Sin acceso a instituciones de salud,Hombre,2019,1,Primer trimestre del 2019,2019Q1,2019-03-31 23:59:59.999999999,84723
Baja California,Sin acceso a instituciones de salud,Mujer,2019,1,Primer trimestre del 2019,2019Q1,2019-03-31 23:59:59.999999999,94450
Baja California,Sin acceso a instituciones de salud,Hombre,2019,2,Segundo trimestre del 2019,2019Q2,2019-06-30 23:59:59.999999999,80598
Baja California,Sin acceso a instituciones de salud,Mujer,2019,2,Segundo trimestre del 2019,2019Q2,2019-06-30 23:59:59.999999999,104653
Baja California,Sin acceso a instituciones de salud,Hombre,2019,3,Tercer trimestre del 2019,2019Q3,2019-09-30 23:59:59.999999999,79111
Baja California,Sin acceso a instituciones de salud,Mujer,2019,3,Tercer trimestre del 2019,2019Q3,2019-09-30 23:59:59.999999999,102957
Baja California,Sin acceso a instituciones de salud,Hombre,2019,4,Cuarto trimestre del 2019,2019Q4,2019-12-31 23:59:59.999999999,84214
Baja California,Sin acceso a instituciones de salud,Mujer,2019,4,Cuarto trimestre del 2019,2019Q4,2019-12-31 23:59:59.999999999,106387
Baja California,Sin acceso a instituciones de salud,Hombre,2020,1,Primer trimestre del 2020,2020Q1,2020-03-31 23:59:59.999999999,85305
Baja California,Sin acceso a instituciones de salud,Mujer,2020,1,Primer trimestre del 2020,2020Q1,2020-03-31 23:59:59.999999999,91805
Baja California,Sin acceso a instituciones de salud,Hombre,2020,3,Tercer trimestre del 2020,2020Q3,2020-09-30 23:59:59.999999999,65289
Baja California,Sin acceso a instituciones de salud,Mujer,2020,3,Tercer trimestre del 2020,2020Q3,2020-09-30 23:59:59.999999999,79459
Baja California,Sin acceso a instituciones de salud,Hombre,2020,4,Cuarto trimestre del 2020,2020Q4,2020-12-31 23:59:59.999999999,71202
Baja California,Sin acceso a instituciones de salud,Mujer,2020,4,Cuarto trimestre del 2020,2020Q4,2020-12-31 23:59:59.999999999,86966
Baja California,Sin acceso a instituciones de salud,Hombre,2021,1,Primer trimestre del 2021,2021Q1,2021-03-31 23:59:59.999999999,74744
Baja California,Sin acceso a instituciones de salud,Mujer,2021,1,Primer trimestre del 2021,2021Q1,2021-03-31 23:59:59.999999999,92408
Baja California,Sin acceso a instituciones de salud,Hombre,2021,2,Segundo trimestre del 2021,2021Q2,2021-06-30 23:59:59.999999999,82831
Baja California,Sin acceso a instituciones de salud,Mujer,2021,2,Segundo trimestre del 2021,2021Q2,2021-06-30 23:59:59.999999999,98934
Baja California,Sin acceso a instituciones de salud,Hombre,2021,3,Tercer trimestre del 2021,2021Q3,2021-09-30 23:59:59.999999999,94970
Baja California,Sin acceso a instituciones de salud,Mujer,2021,3,Tercer trimestre del 2021,2021Q3,2021-09-30 23:59:59.999999999,98828
Baja California,Sin acceso a instituciones de salud,Hombre,2021,4,Cuarto trimestre del 2021,2021Q4,2021-12-31 23:59:59.999999999,93487
Baja California,Sin acceso a instituciones de salud,Mujer,2021,4,Cuarto trimestre del 2021,2021Q4,2021-12-31 23:59:59.999999999,113122
Baja California,Sin acceso a instituciones de salud,Hombre,2022,1,Primer trimestre del 2022,2022Q1,2022-03-31 23:59:59.999999999,70555
Baja California,Sin acceso a instituciones de salud,Mujer,2022,1,Primer trimestre del 2022,2022Q1,2022-03-31 23:59:59.999999999,95627
Baja California,Sin acceso a instituciones de salud,Hombre,2022,2,Segundo trimestre del 2022,2022Q2,2022-06-30 23:59:59.999999999,79762
Baja California,Sin acceso a instituciones de salud,Mujer,2022,2,Segundo trimestre del 2022,2022Q2,2022-06-30 23:59:59.999999999,101388
Baja California,Sin acceso a instituciones de salud,Hombre,2022,3,Tercer trimestre del 2022,2022Q3,2022-09-30 23:59:59.999999999,79921
Baja California,Sin acceso a instituciones de salud,Mujer,2022,3,Tercer trimestre del 2022,2022Q3,2022-09-30 23:59:59.999999999,86770
Baja California,Sin acceso a instituciones de salud,Hombre,2022,4,Cuarto trimestre del 2022,2022Q4,2022-12-31 23:59:59.999999999,81801
Baja California,Sin acceso a instituciones de salud,Mujer,2022,4,Cuarto trimestre del 2022,2022Q4,2022-12-31 23:59:59.999999999,89239
Baja California,Sin acceso a instituciones de salud,Hombre,2023,1,Primer trimestre del 2023,2023Q1,2023-03-31 23:59:59.999999999,89411
Baja California,Sin acceso a instituciones de salud,Mujer,2023,1,Primer trimestre del 2023,2023Q1,2023-03-31 23:59:59.999999999,95750
Baja California,Sin acceso a instituciones de salud,Hombre,2023,2,Segundo trimestre del 2023,2023Q2,2023-06-30 23:59:59.999999999,85844
Baja California,Sin acceso a instituciones de salud,Mujer,2023,2,Segundo trimestre del 2023,2023Q2,2023-06-30 23:59:59.999999999,98748
Baja California,Sin acceso a instituciones de salud,Hombre,2023,3,Tercer trimestre del 2023,2023Q3,2023-09-30 23:59:59.999999999,85704
Baja California,Sin acceso a instituciones de salud,Mujer,2023,3,Tercer trimestre del 2023,2023Q3,2023-09-30 23:59:59.999999999,102946
Baja California,Sin acceso a instituciones de salud,Hombre,2023,4,Cuarto trimestre del 2023,2023Q4,2023-12-31 23:59:59.999999999,93553
Baja California,Sin acceso a instituciones de salud,Mujer,2023,4,Cuarto trimestre del 2023,2023Q4,2023-12-31 23:59:59.999999999,110380
Baja California,Sin acceso a instituciones de salud,Hombre,2024,1,Primer trimestre del 2024,2024Q1,2024-03-31 23:59:59.999999999,93337
Baja California,Sin acceso a instituciones de salud,Mujer,2024,1,Primer trimestre del 2024,2024Q1,2024-03-31 23:59:59.999999999,97637
Baja California,Sin acceso a instituciones de salud,Hombre,2024,2,Segundo trimestre del 2024,2024Q2,2024-06-30 23:59:59.999999999,85615
Baja California,Sin acceso a instituciones de salud,Mujer,2024,2,Segundo trimestre del 2024,2024Q2,2024-06-30 23:59:59.999999999,93587
Baja California,Sin acceso a instituciones de salud,Hombre,2024,3,Tercer trimestre del 2024,2024Q3,2024-09-30 23:59:59.999999999,68819
Baja California,Sin acceso a instituciones de salud,Mujer,2024,3,Tercer trimestre del 2024,2024Q3,2024-09-30 23:59:59.999999999,100415
Baja California,Sin acceso a instituciones de salud,Hombre,2024,4,Cuarto trimestre del 2024,2024Q4,2024-12-31 23:59:59.999999999,77192
Baja California,Sin acceso a instituciones de salud,Mujer,2024,4,Cuarto trimestre del 2024,2024Q4,2024-12-31 23:59:59.999999999,97352
Baja California,Sin acceso a instituciones de salud,Hombre,2025,1,Primer trimestre del 2025,2025Q1,2025-03-31 23:59:59.999999999,69948
Baja California,Sin acceso a instituciones de salud,Mujer,2025,1,Primer trimestre del 2025,2025Q1,2025-03-31 23:59:59.999999999,87098
